"Ensembl","Entrez","Gene.Symbol","Length"
"ENSMUSG00000096794",258800,"Olfr905",937
"ENSMUSG00000039962",258799,"Olfr906",936
"ENSMUSG00000094810",258801,"Olfr907",933
"ENSMUSG00000077240",115485712,"Gm23271",124
"ENSMUSG00000062621",258873,"Olfr911-ps1",940
"ENSMUSG00000057444",258781,"Olfr915",972
"ENSMUSG00000060114",258807,"Olfr910",995
"ENSMUSG00000059189",258225,"Olfr913",1275
"ENSMUSG00000047050",258782,"Olfr914",951
"ENSMUSG00000094701",258780,"Olfr916",933
"ENSMUSG00000063225",258183,"Olfr917",930
"ENSMUSG00000046150",258372,"Olfr918",978
"ENSMUSG00000056961",258432,"Olfr919",948
"ENSMUSG00000023186",67776,"Vwa5a",4899
"ENSMUSG00000061039",258783,"Olfr920",1960
"ENSMUSG00000049926",258778,"Olfr921",1520
"ENSMUSG00000043911",258777,"Olfr922",1132
"ENSMUSG00000044798",258812,"Olfr923",1068
"ENSMUSG00000062103",404322,"Olfr924",927
"ENSMUSG00000047667",18324,"Olfr26",931
"ENSMUSG00000064333",258811,"Olfr926",1051
"ENSMUSG00000063221",258269,"Olfr930",927
"ENSMUSG00000058515",258433,"Olfr933",1003
"ENSMUSG00000057424",258434,"Olfr934",933
"ENSMUSG00000059595",258741,"Olfr935",927
"ENSMUSG00000058820",258742,"Olfr146",1061
"ENSMUSG00000095194",100503486,"Olfr936",936
"ENSMUSG00000094182",258431,"Olfr937",936
"ENSMUSG00000048501",258430,"Olfr938",1119
"ENSMUSG00000049708",258826,"Olfr27",1041
"ENSMUSG00000094970",258323,"Olfr943",1079
"ENSMUSG00000096555",258500,"Olfr944",936
"ENSMUSG00000096109",257959,"Olfr1537",945
"ENSMUSG00000063380",258499,"Olfr945",963
"ENSMUSG00000057349",257912,"Olfr948",966
"ENSMUSG00000094269",258046,"Olfr951",945
"ENSMUSG00000058856",235248,"Olfr952",1056
"ENSMUSG00000094745",258328,"Olfr954",945
"ENSMUSG00000063176",258242,"Olfr955",945
"ENSMUSG00000062649",18343,"Olfr44",1071
"ENSMUSG00000095322",258740,"Olfr957",936
"ENSMUSG00000077427",115485708,"Gm24278",127
"ENSMUSG00000050853",258327,"Olfr958",942
"ENSMUSG00000059366",258501,"Olfr959",1055
"ENSMUSG00000038112",244810,"AW551984",6082
"ENSMUSG00000048299",258498,"Olfr148",1017
"ENSMUSG00000059867",258276,"Olfr960",1067
"ENSMUSG00000059106",258497,"Olfr961",949
"ENSMUSG00000064110",258087,"Olfr963",936
"ENSMUSG00000062121",235256,"Olfr149",1030
"ENSMUSG00000095839",258165,"Olfr965",939
"ENSMUSG00000094353",258602,"Olfr150",939
"ENSMUSG00000055820",258086,"Olfr967",933
"ENSMUSG00000095903",258605,"Olfr968",1027
"ENSMUSG00000094254",258823,"Olfr969",936
"ENSMUSG00000095774",258604,"Olfr970",936
"ENSMUSG00000093934",258607,"Olfr971",924
"ENSMUSG00000094449",258603,"Olfr972",945
"ENSMUSG00000095390",258606,"Olfr229",924
"ENSMUSG00000051493",259111,"Olfr974",1080
"ENSMUSG00000043331",258825,"Olfr975",933
"ENSMUSG00000047352",258364,"Olfr976",2813
"ENSMUSG00000044292",259109,"Olfr978",936
"ENSMUSG00000059473",259112,"Olfr979",1045
"ENSMUSG00000060254",259110,"Olfr980",933
"ENSMUSG00000046678",258283,"Olfr981",997
"ENSMUSG00000101963",72224,"1700001J11Rik",2664
"ENSMUSG00000049010",258853,"Olfr982",966
"ENSMUSG00000044205",258824,"Olfr983",1050
"ENSMUSG00000045812",258601,"Olfr984",945
"ENSMUSG00000049073",258854,"Olfr985",1116
"ENSMUSG00000040541",75667,"Tmem225",993
"ENSMUSG00000051095",258608,"Olfr986",1016
"ENSMUSG00000025602",80902,"Zfp202",3877
"ENSMUSG00000049281",235281,"Scn3b",5546
"ENSMUSG00000040111",235283,"Gramd1b",9721
"ENSMUSG00000032024",71566,"Clmp",4591
"ENSMUSG00000015656",15481,"Hspa8",4156
"ENSMUSG00000096263",108637,"Snord14c",86
"ENSMUSG00000095118",100302593,"Snord14d",86
"ENSMUSG00000064791",100302594,"Snord14e",90
"ENSMUSG00000054360",244813,"Bsx",875
"ENSMUSG00000032023",70989,"Jhy",3343
"ENSMUSG00000032021",54698,"Crtam",2069
"ENSMUSG00000032020",72828,"Ubash3b",7326
"ENSMUSG00000100837",78500,"1700063D05Rik",963
"ENSMUSG00000064909",115487344,"Gm25401",106
"ENSMUSG00000074415",73144,"Mir100hg",12655
"ENSMUSG00000093011",723892,"Mir100",80
"ENSMUSG00000092770",723965,"Mirlet7a-2",96
"ENSMUSG00000093354",387236,"Mir125b-1",77
"ENSMUSG00000098093",667566,"Gm8707",980
"ENSMUSG00000049313",20660,"Sorl1",11321
"ENSMUSG00000032018",235293,"Sc5d",2328
"ENSMUSG00000096114",115485693,"Gm26272",132
"ENSMUSG00000037705",21683,"Tecta",7411
"ENSMUSG00000037287",272589,"Tbcel",5556
"ENSMUSG00000032017",110637,"Grik4",5962
"ENSMUSG00000059495",69632,"Arhgef12",10483
"ENSMUSG00000048503",235300,"Tlcd5",3500
"ENSMUSG00000032015",18988,"Pou2f3",2712
"ENSMUSG00000032014",102644,"Oaf",2388
"ENSMUSG00000095385",235302,"D630033O11Rik",574
"ENSMUSG00000032013",72169,"Trim29",2830
"ENSMUSG00000032012",58235,"Nectin1",5054
"ENSMUSG00000088044",115487251,"Gm23326",105
"ENSMUSG00000032011",21838,"Thy1",1735
"ENSMUSG00000053128",213211,"Rnf26",4546
"ENSMUSG00000032010",53376,"Usp2",4807
"ENSMUSG00000034739",259172,"Mfrp",4325
"ENSMUSG00000079592",235312,"C1qtnf5",1398
"ENSMUSG00000032135",84004,"Mcam",3350
"ENSMUSG00000034342",12402,"Cbl",5083
"ENSMUSG00000070306",270150,"Ccdc153",1086
"ENSMUSG00000032105",170761,"Pdzd3",2181
"ENSMUSG00000032109",270151,"Nlrx1",3980
"ENSMUSG00000032131",192663,"Abcg4",5211
"ENSMUSG00000032119",102423,"Hinfp",2100
"ENSMUSG00000032120",71764,"C2cd2l",4334
"ENSMUSG00000032123",13478,"Dpagt1",1905
"ENSMUSG00000049932",15270,"H2ax",1384
"ENSMUSG00000032126",15288,"Hmbs",1755
"ENSMUSG00000032127",71732,"Vps11",3179
"ENSMUSG00000032115",12282,"Hyou1",7230
"ENSMUSG00000088398",115487306,"Gm26306",119
"ENSMUSG00000032114",14385,"Slc37a4",2083
"ENSMUSG00000099309",102465658,"Mir7085",66
"ENSMUSG00000032112",60409,"Trappc4",1166
"ENSMUSG00000009927",75617,"Rps25",683
"ENSMUSG00000043923",382073,"Ccdc84",1158
"ENSMUSG00000074397",382074,"Foxr1",1666
"ENSMUSG00000041523",22269,"Upk2",873
"ENSMUSG00000088793",115487249,"Gm22540",117
"ENSMUSG00000063382",80288,"Bcl9l",5304
"ENSMUSG00000047880",12145,"Cxcr5",2824
"ENSMUSG00000032097",13209,"Ddx6",6065
"ENSMUSG00000032098",58866,"Treh",2048
"ENSMUSG00000048537",102693,"Phldb1",7179
"ENSMUSG00000064658",115487279,"Gm24166",135
"ENSMUSG00000032096",213827,"Arcn1",6084
"ENSMUSG00000002031",76568,"Ift46",5658
"ENSMUSG00000002032",71687,"Tmem25",2902
"ENSMUSG00000039438",192653,"Ttc36",764
"ENSMUSG00000002028",214162,"Kmt2a",16670
"ENSMUSG00000080358",115487309,"Gm26249",118
"ENSMUSG00000038717",27425,"Atp5l",511
"ENSMUSG00000059890",140630,"Ube4a",8635
"ENSMUSG00000002033",12502,"Cd3g",1070
"ENSMUSG00000032094",12500,"Cd3d",1323
"ENSMUSG00000032093",12501,"Cd3e",1436
"ENSMUSG00000032092",14012,"Mpzl2",3107
"ENSMUSG00000070305",319742,"Mpzl3",6987
"ENSMUSG00000048534",270152,"Jaml",2457
"ENSMUSG00000074385",100038468,"Gm10684",2203
"ENSMUSG00000070304",72821,"Scn2b",4562
"ENSMUSG00000046480",399548,"Scn4b",4940
"ENSMUSG00000032091",214523,"Tmprss4",2589
"ENSMUSG00000091996",408059,"BC049352",2404
"ENSMUSG00000032089",16154,"Il10ra",3498
"ENSMUSG00000098361",102466803,"Mir7086",65
"ENSMUSG00000085831",72229,"Lncbate3",706
"ENSMUSG00000037129",214531,"Tmprss13",3245
"ENSMUSG00000066705",59095,"Fxyd6",1791
"ENSMUSG00000059412",11936,"Fxyd2",632
"ENSMUSG00000097074",74602,"4833428L15Rik",1259
"ENSMUSG00000032087",114873,"Dscaml1",6336
"ENSMUSG00000096202",115487342,"Gm22069",107
"ENSMUSG00000043987",214552,"Cep164",5980
"ENSMUSG00000098194",640094,"Gm7286",1007
"ENSMUSG00000032086",23821,"Bace1",6348
"ENSMUSG00000042790",235315,"Rnf214",5922
"ENSMUSG00000087734",115487240,"Gm24646",99
"ENSMUSG00000035382",18554,"Pcsk7",3784
"ENSMUSG00000032085",21345,"Tagln",1586
"ENSMUSG00000034908",214597,"Sidt2",5135
"ENSMUSG00000098327",102465659,"Mir7087",70
"ENSMUSG00000003131",18475,"Pafah1b2",4241
"ENSMUSG00000034135",70661,"Sik3",7102
"ENSMUSG00000032083",11806,"Apoa1",1236
"ENSMUSG00000032081",11814,"Apoc3",1014
"ENSMUSG00000032080",11808,"Apoa4",1815
"ENSMUSG00000032079",66113,"Apoa5",2518
"ENSMUSG00000032078",22687,"Zpr1",3583
"ENSMUSG00000032077",215051,"Bud13",3980
"ENSMUSG00000056617",74361,"4931429L15Rik",2125
"ENSMUSG00000097463",102633321,"4930448E22Rik",1583
"ENSMUSG00000077383",115485704,"Gm22659",130
"ENSMUSG00000064673",115487338,"Gm22805",107
"ENSMUSG00000099696",73040,"2900052N01Rik",3235
"ENSMUSG00000094893",215467,"Gm4791",309
"ENSMUSG00000094895",115487332,"Gm22286",107
"ENSMUSG00000032076",54725,"Cadm1",9684
"ENSMUSG00000032028",78252,"Nxpe2",4102
"ENSMUSG00000044229",244853,"Nxpe4",3173
"ENSMUSG00000032026",104444,"Rexo2",1075
"ENSMUSG00000042396",67010,"Rbm7",1798
"ENSMUSG00000042293",434402,"Gm5617",620
"ENSMUSG00000032271",18113,"Nnmt",1576
"ENSMUSG00000066687",235320,"Zbtb16",5100
"ENSMUSG00000032269",15561,"Htr3a",2082
"ENSMUSG00000008590",57014,"Htr3b",2411
"ENSMUSG00000032267",235323,"Usp28",4220
"ENSMUSG00000032264",26951,"Zw10",2895
"ENSMUSG00000032268",80893,"Tmprss5",3058
"ENSMUSG00000054156",235327,"Gm4894",357
"ENSMUSG00000032259",13489,"Drd2",1549
"ENSMUSG00000032257",244859,"Ankk1",2686
"ENSMUSG00000040219",235330,"Ttc12",4545
"ENSMUSG00000039542",17967,"Ncam1",7995
"ENSMUSG00000079564",100036537,"Gm11149",1250
"ENSMUSG00000094255",115487335,"Gm25633",107
"ENSMUSG00000098012",667975,"Gm8907",1003
"ENSMUSG00000058443",100043346,"Rpl10-ps3",742
"ENSMUSG00000101304",69631,"Plet1os",1245
"ENSMUSG00000032068",76509,"Plet1",1947
"ENSMUSG00000032067",19286,"Pts",1035
"ENSMUSG00000032066",170752,"Bco2",2118
"ENSMUSG00000032065",66654,"Tex12",617
"ENSMUSG00000039217",16173,"Il18",714
"ENSMUSG00000000171",66925,"Sdhd",1287
"ENSMUSG00000039016",30057,"Timm8b",527
"ENSMUSG00000059820",270156,"Nkapd1",5321
"ENSMUSG00000000167",72614,"Pih1d2",2813
"ENSMUSG00000000168",235339,"Dlat",4886
"ENSMUSG00000032064",330938,"Dixdc1",9971
"ENSMUSG00000032062",66952,"2310030G06Rik",1242
"ENSMUSG00000038086",69253,"Hspb2",840
"ENSMUSG00000032060",12955,"Cryab",1185
"ENSMUSG00000037971",68721,"1110032A03Rik",5293
"ENSMUSG00000037845",382137,"Fdxacb1",3256
"ENSMUSG00000032059",102580,"Alg9",3889
"ENSMUSG00000032058",73699,"Ppp2r1b",6449
"ENSMUSG00000088708",115487246,"Gm25558",106
"ENSMUSG00000037112",235344,"Sik2",9539
"ENSMUSG00000060594",244864,"Layn",1786
"ENSMUSG00000032057",235345,"Hoatz",775
"ENSMUSG00000065587",723932,"Mir34c",77
"ENSMUSG00000065492",723849,"Mir34b",84
"ENSMUSG00000032056",56057,"Btg4",1311
"ENSMUSG00000032053",18985,"Pou2af1",2566
"ENSMUSG00000079559",100502940,"Colca2",1263
"ENSMUSG00000036027",69809,"1810046K07Rik",1437
"ENSMUSG00000053199",244867,"Arhgap20",12685
"ENSMUSG00000074354",408028,"Arhgap20os",2647
"ENSMUSG00000032051",14148,"Fdx1",861
"ENSMUSG00000032050",19684,"Rdx",4841
"ENSMUSG00000035164",244871,"Zc3h12c",6133
"ENSMUSG00000099311",102465150,"Mir6244",117
"ENSMUSG00000077796",115485707,"Gm25562",133
"ENSMUSG00000078307",330941,"AI593442",5615
"ENSMUSG00000053289",77591,"Ddx10",3368
"ENSMUSG00000034584",320051,"Exph5",10519
"ENSMUSG00000034487",68304,"Poglut3",3644
"ENSMUSG00000098362",102466640,"Mir130c",82
"ENSMUSG00000005131",75311,"4930550C14Rik",1237
"ENSMUSG00000034218",11920,"Atm",10338
"ENSMUSG00000033054",244879,"Npat",6248
"ENSMUSG00000032047",110446,"Acat1",3758
"ENSMUSG00000032030",75717,"Cul5",8165
"ENSMUSG00000064622",115485690,"Gm22304",129
"ENSMUSG00000055069",270160,"Rab39",2971
"ENSMUSG00000082465",434404,"Rps6-ps3",750
"ENSMUSG00000042195",72022,"Slc35f2",2568
"ENSMUSG00000042045",66402,"Sln",515
"ENSMUSG00000059830",100038996,"Gm16380",459
"ENSMUSG00000041986",270162,"Elmod1",2622
"ENSMUSG00000074345",244882,"Tnfaip8l3",2225
"ENSMUSG00000032274",13075,"Cyp19a1",2373
"ENSMUSG00000074343",73567,"Gldnos",841
"ENSMUSG00000046167",235379,"Gldn",4658
"ENSMUSG00000041268",235380,"Dmxl2",13419
"ENSMUSG00000046460",244885,"Sh2d7",2759
"ENSMUSG00000037493",56506,"Cib2",1433
"ENSMUSG00000032279",67834,"Idh3a",2403
"ENSMUSG00000032281",94180,"Acsbg1",3604
"ENSMUSG00000032285",58233,"Dnaja4",3589
"ENSMUSG00000093441",100885845,"Mir5710",69
"ENSMUSG00000061559",66317,"Wdr61",4669
"ENSMUSG00000032291",12903,"Crabp1",802
"ENSMUSG00000032293",64602,"Ireb2",5808
"ENSMUSG00000035878",235386,"Hykk",8936
"ENSMUSG00000044820",246735,"AY074887",769
"ENSMUSG00000032301",26441,"Psma4",2370
"ENSMUSG00000035594",110835,"Chrna5",2738
"ENSMUSG00000032303",110834,"Chrna3",3123
"ENSMUSG00000035200",108015,"Chrnb4",3486
"ENSMUSG00000032307",109161,"Ube2q2",4305
"ENSMUSG00000032309",71999,"Fbxo22",2394
"ENSMUSG00000032311",83961,"Nrg4",6075
"ENSMUSG00000082744",100417392,"Gm15625",1093
"ENSMUSG00000032313",244886,"Tmem266",4714
"ENSMUSG00000032314",110842,"Etfa",1835
"ENSMUSG00000032318",104360,"Isl2",2193
"ENSMUSG00000034007",244891,"Scaper",5158
"ENSMUSG00000064472",115487239,"Gm23407",91
"ENSMUSG00000050702",75258,"4930563M21Rik",774
"ENSMUSG00000032320",26611,"Rcn2",4745
"ENSMUSG00000032322",19200,"Pstpip1",3830
"ENSMUSG00000032324",56434,"Tspan3",1728
"ENSMUSG00000074305",244895,"Peak1",12351
"ENSMUSG00000032329",66867,"Hmg20a",3691
"ENSMUSG00000049556",235402,"Lingo1",3925
"ENSMUSG00000045620",382075,"Odf3l1",1080
"ENSMUSG00000032911",121021,"Cspg4",8050
"ENSMUSG00000032733",235406,"Snx33",4564
"ENSMUSG00000032288",102462,"Imp3",924
"ENSMUSG00000055334",66069,"Snupn",1391
"ENSMUSG00000032290",56294,"Ptpn9",4054
"ENSMUSG00000042557",20466,"Sin3a",5385
"ENSMUSG00000086728",76794,"Man2c1os",2157
"ENSMUSG00000032295",73744,"Man2c1",7052
"ENSMUSG00000032298",72774,"Neil1",1871
"ENSMUSG00000032299",66199,"Commd4",824
"ENSMUSG00000100282",67319,"1700041C23Rik",395
"ENSMUSG00000070298",541610,"Trcg1",2700
"ENSMUSG00000032300",74211,"1700017B05Rik",4934
"ENSMUSG00000066626",101154638,"Gm5121",627
"ENSMUSG00000063849",66812,"Ppcdc",2747
"ENSMUSG00000040722",56807,"Scamp5",3190
"ENSMUSG00000062309",102614,"Rpp25",1346
"ENSMUSG00000000088",12858,"Cox5a",690
"ENSMUSG00000032305",78323,"Fam219b",3055
"ENSMUSG00000032306",110119,"Mpi",3142
"ENSMUSG00000040188",24044,"Scamp2",2341
"ENSMUSG00000032308",71742,"Ulk3",2826
"ENSMUSG00000039714",235415,"Cplx3",2832
"ENSMUSG00000056271",235416,"Lman1l",1685
"ENSMUSG00000032312",12988,"Csk",2748
"ENSMUSG00000032310",13077,"Cyp1a2",1892
"ENSMUSG00000032315",13076,"Cyp1a1",2619
"ENSMUSG00000038957",353190,"Edc3",5804
"ENSMUSG00000032316",102414,"Clk3",2494
"ENSMUSG00000004661",56380,"Arid3b",7976
"ENSMUSG00000055720",69459,"Ubl7",1364
"ENSMUSG00000038264",20361,"Sema7a",3296
"ENSMUSG00000032323",13070,"Cyp11a1",4804
"ENSMUSG00000037716",382077,"Ccdc33",5342
"ENSMUSG00000086624",330951,"Gm16130",2799
"ENSMUSG00000032327",20897,"Stra6",5829
"ENSMUSG00000037206",26968,"Islr",2354
"ENSMUSG00000051243",320563,"Islr2",4933
"ENSMUSG00000057818",665268,"1600029O15Rik",1809
"ENSMUSG00000036986",18854,"Pml",5571
"ENSMUSG00000098886",102466639,"Mir6385",105
"ENSMUSG00000032333",69106,"Stoml1",1987
"ENSMUSG00000032334",16949,"Loxl1",3338
"ENSMUSG00000036244",74286,"Tbc1d21",1097
"ENSMUSG00000100487",73529,"1700072B07Rik",445
"ENSMUSG00000097651",74879,"4930461G14Rik",780
"ENSMUSG00000066607",319477,"Insyn1",2139
"ENSMUSG00000035914",102657,"Cd276",3297
"ENSMUSG00000032336",20320,"Nptn",6168
"ENSMUSG00000074269",73673,"Rec114",1277
"ENSMUSG00000032338",330953,"Hcn4",3798
"ENSMUSG00000032340",18007,"Neo1",7387
"ENSMUSG00000066592",665330,"Gm7589",534
"ENSMUSG00000025236",72141,"Adpgk",2470
"ENSMUSG00000025235",102774,"Bbs4",2542
"ENSMUSG00000025234",23806,"Arih1",7707
"ENSMUSG00000090516",621119,"Rps11-ps1",475
"ENSMUSG00000049526",73893,"Tmem202",1255
"ENSMUSG00000025232",15211,"Hexa",1865
"ENSMUSG00000032297",76183,"Celf6",3621
"ENSMUSG00000025237",67287,"Parp6",2714
"ENSMUSG00000032294",18746,"Pkm",2599
"ENSMUSG00000074259",546134,"Gramd2",6138
"ENSMUSG00000051705",71599,"Senp8",3792
"ENSMUSG00000039585",270163,"Myo9a",13034
"ENSMUSG00000087239",665385,"Btf3-ps2",487
"ENSMUSG00000032292",23958,"Nr2e3",3369
"ENSMUSG00000084913",665389,"Gm7616",624
"ENSMUSG00000032289",207596,"Thsd4",13986
"ENSMUSG00000088550",115485722,"Gm22099",123
"ENSMUSG00000047766",102747,"Lrrc49",6310
"ENSMUSG00000034839",67557,"Larp6",2440
"ENSMUSG00000034485",72565,"Uaca",4428
"ENSMUSG00000032280",21887,"Tle3",11653
"ENSMUSG00000007892",56040,"Rplp1",495
"ENSMUSG00000032254",71819,"Kif23",3423
"ENSMUSG00000032278",74090,"Paqr5",3954
"ENSMUSG00000032252",93683,"Glce",6828
"ENSMUSG00000092696",100628602,"Mir5133",77
"ENSMUSG00000046846",66712,"Spesp1",3013
"ENSMUSG00000032249",11737,"Anp32a",3166
"ENSMUSG00000041729",235431,"Coro2b",5919
"ENSMUSG00000032243",319480,"Itga11",5131
"ENSMUSG00000032244",14155,"Fem1b",6488
"ENSMUSG00000032245",76524,"Cln6",2434
"ENSMUSG00000074250",677044,"Gm10653",1347
"ENSMUSG00000032246",75600,"Calml4",861
"ENSMUSG00000032405",56469,"Pias1",3855
"ENSMUSG00000064855",115487299,"Gm24526",158
"ENSMUSG00000094201",115487326,"Gm25064",107
"ENSMUSG00000022245",207667,"Skor1",3796
"ENSMUSG00000058444",23938,"Map2k5",2309
"ENSMUSG00000032403",69478,"2300009A05Rik",2000
"ENSMUSG00000037801",78250,"Iqch",6914
"ENSMUSG00000093137",115487318,"Gm25995",142
"ENSMUSG00000091866",621763,"Gm6257",910
"ENSMUSG00000037257",66939,"Aagab",2600
"ENSMUSG00000032402",17127,"Smad3",5542
"ENSMUSG00000036867",17130,"Smad6",3205
"ENSMUSG00000093616",73397,"1700055C04Rik",355
"ENSMUSG00000032401",235435,"Lctl",2604
"ENSMUSG00000032400",68014,"Zwilch",4283
"ENSMUSG00000032399",67891,"Rpl4",1422
"ENSMUSG00000065752",115487262,"Gm23344",68
"ENSMUSG00000094411",100217453,"Snord16a",99
"ENSMUSG00000064918",115487260,"Gm22571",70
"ENSMUSG00000095868",115487263,"Gm23136",99
"ENSMUSG00000064514",115487261,"LOC115487261",71
"ENSMUSG00000032398",330959,"Snapc5",757
"ENSMUSG00000004936",26395,"Map2k1",3391
"ENSMUSG00000035337",93841,"Uchl4",1162
"ENSMUSG00000032397",66131,"Tipin",1211
"ENSMUSG00000088254",115487307,"Gm24289",135
"ENSMUSG00000032396",213550,"Dis3l",5458
"ENSMUSG00000036466",214058,"Megf11",11181
"ENSMUSG00000004771",53869,"Rab11a",2992
"ENSMUSG00000053641",102442,"Dennd4a",8645
"ENSMUSG00000089336",115485721,"Gm24347",142
"ENSMUSG00000034452",214111,"Slc24a1",5213
"ENSMUSG00000034263",69882,"Ints14",3208
"ENSMUSG00000033629",57874,"Hacd3",2731
"ENSMUSG00000032393",74388,"Dpp8",4968
"ENSMUSG00000032816",56741,"Igdcc4",6366
"ENSMUSG00000032394",19289,"Igdcc3",3166
"ENSMUSG00000095738",115487325,"Gm25313",116
"ENSMUSG00000095892",97418,"Rnu5g",116
"ENSMUSG00000032392",214424,"Parp16",2483
"ENSMUSG00000042254",214425,"Cilp",4252
"ENSMUSG00000015357",270166,"Clpx",3494
"ENSMUSG00000059571",108167696,"Gm16218",388
"ENSMUSG00000041837",50996,"Pdcd7",2454
"ENSMUSG00000086228",208080,"Ubap1l",1381
"ENSMUSG00000054978",74492,"Kbtbd13",2969
"ENSMUSG00000041696",70784,"Rasl12",3877
"ENSMUSG00000053862",330962,"Slc51b",488
"ENSMUSG00000059183",69606,"Mtfmt",3655
"ENSMUSG00000032388",27965,"Spg21",2690
"ENSMUSG00000066510",330963,"Ankdd1a",1443
"ENSMUSG00000050721",102595,"Plekho2",3271
"ENSMUSG00000041064",208084,"Pif1",4388
"ENSMUSG00000032387",71973,"Rbpms2",2041
"ENSMUSG00000040652",18247,"Oaz2",2990
"ENSMUSG00000040524",214812,"Zfp609",8268
"ENSMUSG00000032386",56404,"Trip4",8394
"ENSMUSG00000079915",100416277,"Gm16073",517
"ENSMUSG00000040204",68026,"Pclaf",4813
"ENSMUSG00000065301",115487341,"Gm23248",108
"ENSMUSG00000032384",214897,"Csnk1g1",11973
"ENSMUSG00000077385",115485697,"Gm22657",132
"ENSMUSG00000032383",19035,"Ppib",960
"ENSMUSG00000039452",382083,"Snx22",2555
"ENSMUSG00000032382",56440,"Snx1",4339
"ENSMUSG00000032381",68250,"Ciao2a",1240
"ENSMUSG00000032380",13143,"Dapk2",3512
"ENSMUSG00000038664",235439,"Herc1",27464
"ENSMUSG00000084437",115487345,"LOC115487345",102
"ENSMUSG00000050503",74165,"Fbxl22",3935
"ENSMUSG00000032376",235441,"Usp3",6848
"ENSMUSG00000032373",76459,"Car12",4539
"ENSMUSG00000032375",208117,"Aph1b",5163
"ENSMUSG00000053040",68318,"Aph1c",5205
"ENSMUSG00000036943",235442,"Rab8b",4743
"ENSMUSG00000036781",67941,"Rps27l",816
"ENSMUSG00000032370",80907,"Lactb",2031
"ENSMUSG00000032366",22003,"Tpm1",6485
"ENSMUSG00000088021",115487310,"Gm22145",148
"ENSMUSG00000052698",70549,"Tln2",12193
"ENSMUSG00000076379",387185,"Mir190a",85
"ENSMUSG00000098937",102466824,"Mir7241",64
"ENSMUSG00000098446",102465716,"Mir7242",79
"ENSMUSG00000055125",102633151,"M5C1000I18Rik",1519
"ENSMUSG00000091956",75697,"C2cd4b",1327
"ENSMUSG00000047990",244911,"C2cd4a",1352
"ENSMUSG00000035284",320528,"Vps13c",11523
"ENSMUSG00000088810",115487304,"Gm22382",130
"ENSMUSG00000096639",115487333,"Gm22169",107
"ENSMUSG00000032238",19883,"Rora",13071
"ENSMUSG00000086648",102642202,"Gm15511",557
"ENSMUSG00000032235",93697,"Ice2",7736
"ENSMUSG00000062874",244913,"Gm4978",804
"ENSMUSG00000032231",12306,"Anxa2",3731
"ENSMUSG00000093042",100526560,"Mir3109",88
"ENSMUSG00000059246",64290,"Foxb1",2984
"ENSMUSG00000097623",319970,"B230323A14Rik",2931
"ENSMUSG00000011958",12175,"Bnip2",3455
"ENSMUSG00000033543",235459,"Gtf2a2",4047
"ENSMUSG00000032226",72077,"Gcnt3",4301
"ENSMUSG00000032224",76886,"Fam81a",3598
"ENSMUSG00000077660",115485694,"Gm24257",131
"ENSMUSG00000032220",71602,"Myo1e",4944
"ENSMUSG00000093763",100885839,"Mir5626",60
"ENSMUSG00000032218",12442,"Ccnb2",1541
"ENSMUSG00000032217",93836,"Rnf111",5003
"ENSMUSG00000065202",115485688,"Gm24615",113
"ENSMUSG00000094366",115487337,"Gm23730",107
"ENSMUSG00000064921",115487236,"Gm22229",108
"ENSMUSG00000032212",66660,"Sltm",3646
"ENSMUSG00000042444",235461,"Mindy2",8081
"ENSMUSG00000054693",11487,"Adam10",4913
"ENSMUSG00000032207",15450,"Lipc",1919
"ENSMUSG00000032204",64008,"Aqp9",4143
"ENSMUSG00000013584",19378,"Aldh1a2",2264
"ENSMUSG00000032199",28015,"Polr2m",2424
"ENSMUSG00000041361",102371,"Myzap",5635
"ENSMUSG00000032232",68178,"Cgnl1",7844
"ENSMUSG00000032228",21406,"Tcf12",15529
"ENSMUSG00000098761",100417781,"Gm18821",709
