"","Entrez.Mouse","Entrez.Human","Entrez.Rat"
"12348",12348,770,308588
"12643",12643,1101,29195
"11770",11770,2167,79451
"11932",11932,482,24214
"12581",12581,1032,494444
"12866",12866,1347,NA
"14228",14228,2288,260321
"18377",18377,4974,450224
"54216",54216,5099,360942
"20737",20737,6693,NA
"22335",22335,7419,83532
"319211",319211,8715,307553
"69150",69150,8723,360725
"54198",54198,8724,684097
"14065",14065,9002,116498
"11750",11750,310,155423
"12309",12309,795,24249
"14064",14064,2151,29636
"19324",19324,5861,81754
"13036",13036,1512,25425
"18037",18037,4794,316241
"56491",56491,9217,60431
"69207",69207,9295,502603
"240913",240913,9507,66015
"83945",83945,9093,360481
"23890",23890,2857,554353
"18111",18111,4826,94270
"74335",74335,7517,102551085
"16923",16923,10019,58838
"17116",17116,4081,688394
"227326",227326,9290,501177
"80719",80719,10261,171064
"24010",24010,3550,NA
"18378",18378,4975,24612
"19155",19155,9520,50558
"26949",26949,10493,287721
"20348",20348,10512,296787
"80877",80877,987,361975
"20491",20491,6503,338477
"17721",17721,4540,26202
"12967",12967,1421,24278
"73914",73914,11213,314870
"106529",106529,9524,191576
"223774",223774,79087,315212
"11576",11576,174,24177
"12966",12966,1420,24277
"20259",20259,85477,298975
"11602",11602,51378,296269
"12365",12365,23581,299587
"14536",14536,2649,362125
"16815",16815,85474,500224
"16981",16981,54674,81514
"21857",21857,7076,116510
"21859",21859,7078,25358
"23830",23830,11132,63834
"56441",56441,24142,100910872
"69807",69807,22954,313264
"17909",17909,4651,310178
"229323",229323,29909,688737
"75712",75712,28978,363206
"28088",28088,51493,362855
"71302",71302,23092,307459
"17035",17035,56925,59073
"72022",72022,54733,300713
"108657",108657,57140,684035
"80281",80281,55917,310760
"93715",93715,56108,NA
"56189",56189,58510,361538
"56788",56788,57758,499241
"387510",387510,56832,313152
"269643",269643,5522,117256
"382051",382051,57546,246311
"244713",244713,57693,500950
"68039",68039,4828,499194
"22439",22439,7504,497078
"58243",58243,266812,688843
"73047",73047,94032,NA
"24058",24058,59307,309106
"380601",380601,60493,366192
"192198",192198,64101,641521
"69660",69660,64114,316516
"66011",66011,64901,303029
"100061",100061,64922,680478
"66552",66552,84888,311401
"225875",225875,78999,688721
"407831",407831,79652,287129
"320720",320720,79675,311112
"117167",117167,79689,499991
"319530",319530,79755,688328
"209760",209760,79905,499254
"100048534",100048534,80217,365476
"67976",67976,80305,300142
"66114",66114,84277,368190
"67006",67006,493856,NA
"67516",67516,386618,691835
"71474",71474,9701,300146
"74192",74192,81873,296710
"76905",76905,116844,367455
"80290",80290,115330,498153
"81701",81701,80864,406166
"83434",83434,81492,292684
"94254",94254,81554,360796
"246707",246707,84034,316736
"93737",93737,84552,307237
"84704",84704,8926,NA
"266692",266692,8904,NA
"208846",208846,23002,314212
"243382",243382,152926,312381
"229011",229011,140700,499957
"319200",319200,27197,100362441
"52838",52838,728489,296587
"75645",75645,374355,361776
"70796",70796,29800,291967
"246154",246154,114990,679921
"243912",243912,126393,192245
"245945",245945,54502,305340
"252974",252974,54084,365546
"230809",230809,149420,313609
"258631",258631,390148,405944
"209039",209039,23371,315326
"243372",243372,285971,NA
"319259",319259,283870,681370
"320825",320825,389432,365038
"216028",216028,347731,294380
"320864",320864,353288,407758
"78749",78749,11259,304020
"329003",329003,9658,291406
"73246",73246,166824,305251
"13115",13115,1594,114700
"99100",99100,22995,311391
"75939",75939,201725,310537
"232345",232345,2,24153
"11486",11486,100,24165
"11556",11556,155,25645
"11611",11611,189,24792
"26363",26363,686,306262
"12349",12349,760,54231
"12292",12292,779,682930
"12752",12752,1201,293485
"30931",30931,1861,266606
"66826",66826,6901,363521
"14387",14387,2548,367562
"110006",110006,2990,24434
"15277",15277,3099,25059
"16867",16867,3973,25477
"16889",16889,3988,25055
"17772",17772,4534,288762
"238505",238505,4548,81522
"18431",18431,4948,100365773
"18770",18770,5313,24651
"19123",19123,5624,NA
"20532",20532,6519,29484
"94224",94224,6716,64677
"234724",234724,6898,24813
"21810",21810,7045,116487
"50500",50500,7274,25571
"22276",22276,7390,309070
"22337",22337,7421,24873
"22590",22590,7507,298074
"110948",110948,3141,288240
"15485",15485,3292,25322
"16399",16399,3674,685269
"16773",16773,3908,309368
"100163",100163,5051,313611
"18675",18675,5251,25512
"114479",114479,6528,114613
"11647",11647,249,25586
"17159",17159,4125,361378
"21355",21355,6891,24812
"12774",12774,1234,117029
"18125",18125,4842,24598
"17961",17961,9,NA
"11529",11529,131,171178
"12425",12425,886,24889
"11447",11447,1144,54240
"13070",13070,1583,29680
"13082",13082,1592,154985
"11421",11421,1636,24310
"53623",53623,2892,29628
"108071",108071,2915,24418
"14859",14859,2940,494500
"14865",14865,2948,499689
"60596",60596,2982,497757
"15557",15557,3355,60448
"16401",16401,3676,311144
"18160",18160,4881,24603
"18390",18390,4988,25601
"18484",18484,5066,25508
"18574",18574,5153,29691
"269823",269823,5446,NA
"19223",19223,5740,NA
"67025",67025,6135,362631
"19934",19934,6146,NA
"241226",241226,8516,364786
"109575",109575,347853,688822
"433178",433178,408187,408231
"28193",28193,221035,294375
"320116",320116,408263,100362205
"16987",16987,4047,81681
"103710",103710,339665,266687
"20085",20085,6223,29287
"67427",67427,6224,NA
"27370",27370,6231,NA
"20191",20191,6262,689560
"69983",69983,6476,497756
"78925",78925,6715,24950
"20606",20606,6752,54305
"65969",65969,8029,80848
"67758",67758,13,57300
"27410",27410,21,302973
"11514",11514,114,29241
"11600",11600,284,89807
"11799",11799,332,64041
"218490",218490,689,NA
"12368",12368,839,83584
"12499",12499,957,314312
"107995",107995,991,NA
"244059",244059,1106,308738
"56457",56457,1209,292696
"12925",12925,1396,691657
"13041",13041,1521,293676
"13690",13690,1982,361628
"13822",13822,2037,309557
"286940",286940,2317,306204
"68794",68794,2318,362332
"14385",14385,2542,29573
"14375",14375,2547,25019
"14537",14537,2650,64043
"14567",14567,2664,25183
"14569",14569,2665,29662
"71752",71752,2976,313914
"245650",245650,2986,116556
"230777",230777,3061,25593
"13340",13340,3177,65194
"68196",68196,3281,286899
"16179",16179,3654,363520
"113868",113868,30,NA
"11363",11363,33,25287
"11829",11829,361,25293
"11931",11931,481,25650
"11933",11933,483,25390
"66043",66043,513,245965
"12121",12121,636,362466
"329547",329547,671,296321
"12224",12224,688,84410
"12226",12226,694,29618
"12332",12332,822,297339
"12408",12408,873,NA
"12444",12444,894,64033
"12512",12512,967,29186
"12613",12613,1056,24254
"12709",12709,1152,24264
"74325",74325,1212,116561
"71994",71994,1266,54321
"12840",12840,1298,362584
"20530",20530,1318,298091
"12857",12857,1327,29445
"232680",232680,1358,296959
"109660",109660,1506,100910108
"13030",13030,1508,64529
"13034",13034,1510,25424
"13056",13056,1534,303601
"13142",13142,1610,114027
"13177",13177,1632,29740
"13850",13850,2053,65030
"13852",13852,2054,25130
"14011",14011,2120,312777
"14081",14081,2180,25288
"14109",14109,2197,NA
"14159",14159,2242,361597
"93692",93692,2745,64045
"14645",14645,2752,24957
"26385",26385,2870,59076
"68153",68153,2961,306516
"97165",97165,3148,NA
"15401",15401,3201,100912525
"103889",103889,3212,100361765
"15413",15413,3215,497987
"53602",53602,3241,50871
"269951",269951,3418,361596
"16199",16199,3581,24500
"16404",16404,3679,81008
"16439",16439,3709,81678
"84036",84036,3780,54261
"16775",16775,3910,309816
"16854",16854,3958,83781
"16976",16976,4043,116565
"17022",17022,4060,81682
"107029",107029,4200,NA
"26403",26403,4296,309168
"17393",17393,4316,25335
"433938",433938,4330,498194
"17533",17533,4360,291327
"17827",17827,4580,295241
"17991",17991,4695,NA
"17992",17992,4697,NA
"66495",66495,4709,NA
"18036",18036,4793,81525
"258153",258153,4991,NA
"26429",26429,5001,362304
"23980",23980,5037,29542
"18458",18458,26986,171350
"18549",18549,5126,25121
"12041",12041,10295,NA
"18607",18607,5170,81745
"67199",67199,5201,361310
"109054",109054,5203,100366237
"18648",18648,5223,24642
"18674",18674,5250,NA
"18746",18746,5315,100362738
"110312",110312,5367,24659
"18949",18949,5411,368070
"18986",18986,5451,171068
"19046",19046,5500,25594
"19052",19052,5515,NA
"21770",21770,5528,363193
"19084",19084,5573,25725
"19085",19085,5575,25521
"19088",19088,5577,24679
"18759",18759,5584,84006
"26413",26413,5594,116590
"19156",19156,5660,25524
"57296",57296,5714,292766
"104009",104009,5768,84491
"19248",19248,5782,117255
"545902",545902,5794,171125
"19274",19274,5797,29616
"19355",19355,5810,294800
"19303",19303,5829,360820
"98710",98710,5877,NA
"19359",19359,5887,298012
"56516",56516,5939,288771
"19684",19684,5962,315655
"57811",57811,5995,306307
"67865",67865,6001,54290
"19822",19822,6047,29274
"19891",19891,6118,59102
"66480",66480,6138,NA
"16898",16898,6187,NA
"78294",78294,6233,100912032
"20229",20229,6303,302642
"20280",20280,6342,NA
"66925",66925,6392,363061
"74136",74136,6397,360668
"20382",20382,6427,494445
"20394",20394,6447,25719
"20408",20408,6457,81921
"57376",57376,6605,303518
"20639",20639,6629,362223
"20666",20666,6664,84046
"20751",20751,6697,29270
"109552",109552,6717,683667
"27058",27058,6726,690345
"20813",20813,6727,296076
"207742",207742,54894,303412
"70430",70430,6905,361255
"27224",27224,6924,25562
"21833",21833,7067,81812
"110595",110595,7079,680130
"21877",21877,7083,24834
"21907",21907,7101,684085
"216131",216131,7109,NA
"21953",21953,7136,29389
"108989",108989,7175,304862
"22024",22024,7180,360445
"22051",22051,7205,686323
"22117",22117,7263,25274
"22234",22234,7357,83626
"67003",67003,7385,293448
"22334",22334,7417,83531
"170745",170745,7512,117522
"22629",22629,7533,25576
"20844",20844,8027,498798
"80911",80911,8310,83522
"216238",216238,8411,314764
"53331",53331,8417,60466
"30960",30960,9218,58857
"74044",74044,8458,295324
"66603",66603,8487,84404
"26458",26458,11001,65192
"104418",104418,8525,81821
"13011",13011,8530,296257
"76787",76787,8541,140591
"107829",107829,8563,360972
"17346",17346,8569,NA
"56505",56505,8607,65137
"108112",108112,8637,NA
"19207",19207,8643,366452
"22320",22320,8673,83730
"53330",53330,8674,364033
"56375",56375,8702,303923
"24018",24018,8732,313131
"14731",14731,8733,300046
"110911",110911,8760,114101
"230721",230721,8761,298510
"192656",192656,8767,362491
"20619",20619,8773,64630
"101320",101320,8798,312721
"19200",19200,9051,300732
"233406",233406,9055,308761
"70266",70266,883,311844
"215654",215654,1010,301887
"13007",13007,1465,29276
"217480",217480,1607,54248
"30058",30058,1678,84383
"12140",12140,2173,80841
"63985",63985,2764,81661
"72429",72429,548645,362526
"68705",68705,2963,81674
"30942",30942,3174,365744
"20723",20723,5272,361241
"19053",19053,5516,24673
"22223",22223,7345,29545
"24115",24115,7439,293735
"107338",107338,8729,309451
"11496",11496,53616,57033
"80879",80879,9123,80878
"104245",104245,9152,171148
"434203",434203,9154,116642
"53869",53869,8766,81830
"12858",12858,9377,100361008
"14381",14381,2539,24377
"56494",56494,9570,64154
"12235",12235,699,296137
"12317",12317,811,64202
"12367",12367,836,25402
"12399",12399,864,156726
"12835",12835,1293,367313
"109620",109620,1832,306871
"13655",13655,1960,25148
"56205",56205,2029,60334
"13844",13844,2048,313633
"14056",14056,2146,312299
"234199",234199,2267,246186
"14201",14201,2275,313582
"15463",15463,3267,NA
"15500",15500,3298,64441
"15574",15574,3364,498411
"70122",70122,4300,114510
"56273",56273,5195,64460
"110651",110651,6197,501560
"20907",20907,6804,116470
"270627",270627,6872,317256
"21407",21407,6939,296272
"22068",22068,7225,NA
"71446",71446,7485,288233
"72981",72981,5612,308845
"67526",67526,9140,361321
"15239",15239,9146,56084
"18554",18554,9159,29606
"320127",320127,9162,NA
"72193",72193,9169,312030
"71751",71751,9175,303823
"26951",26951,9183,363059
"207777",207777,9256,287609
"57749",57749,9271,363912
"448850",448850,9326,NA
"69241",69241,5433,364834
"68188",68188,8189,292683
"14873",14873,9446,114846
"26558",26558,9454,29548
"55943",55943,9482,59074
"56722",56722,9516,65161
"107767",107767,9522,29521
"20479",20479,9525,360834
"53334",53334,9527,94189
"17330",17330,9562,NA
"18120",18120,740,309176
"94176",94176,1794,360509
"63959",63959,2030,63997
"16005",16005,3483,79438
"16500",16500,3745,25736
"16524",16524,3765,116560
"16653",16653,3845,NA
"66416",66416,4701,120101567
"18718",18718,5305,116723
"216151",216151,5442,299604
"23993",23993,5650,292852
"66998",66998,5711,296651
"56643",56643,6564,117261
"21985",21985,7163,294900
"227720",227720,8021,296634
"27277",27277,9950,299258
"225160",225160,9984,291797
"11951",11951,516,366614
"12862",12862,1339,25278
"12929",12929,1399,287942
"14579",14579,2669,297902
"140741",140741,2830,83683
"15163",15163,3059,288077
"110611",110611,3069,64474
"67466",67466,5082,64013
"108097",108097,5565,64562
"20515",20515,6574,81826
"27057",27057,8031,619385
"11308",11308,10006,79249
"26384",26384,10007,683570
"71943",71943,10040,287622
"56705",56705,10048,364686
"23950",23950,10049,NA
"112403",112403,1797,361799
"74197",74197,2960,303918
"15360",15360,3158,24450
"15205",15205,3280,29577
"19141",19141,5641,63865
"24059",24059,6578,24546
"268996",268996,6760,361295
"212728",212728,6894,679346
"67923",67923,6921,NA
"13853",13853,7957,114005
"12856",12856,10063,NA
"19360",19360,10111,64012
"19348",19348,10112,361308
"54152",54152,10126,NA
"27061",27061,10134,293852
"27041",27041,10146,171092
"70495",70495,10159,302526
"223254",223254,10160,306183
"68533",68533,10200,686999
"54373",54373,10279,364719
"12068",12068,10282,29631
"17755",17755,4131,29456
"232087",232087,4144,NA
"26408",26408,4217,365057
"17385",17385,4320,25481
"94315",94315,5546,310687
"20868",20868,6793,29398
"21385",21385,6909,303398
"53599",53599,8763,83689
"57014",57014,9177,58963
"76757",76757,10345,59299
