"","Ensembl.macaca","Ensembl.mouse","Entrez.mouse","Unique.ID","Mouse.gene.name"
"ENSMFAG00000000598","ENSMFAG00000000598","ENSMUSG00000026648",227525,"ENSMFAG00000000598.227525","Dclre1c"
"ENSMFAG00000032759","ENSMFAG00000032759","ENSMUSG00000028630",69181,"ENSMFAG00000032759.69181","Dyrk2"
"ENSMFAG00000041111","ENSMFAG00000041111","ENSMUSG00000020038",12952,"ENSMFAG00000041111.12952","Cry1"
"ENSMFAG00000038546","ENSMFAG00000038546","ENSMUSG00000019960",67603,"ENSMFAG00000038546.67603","Dusp6"
"ENSMFAG00000039940","ENSMFAG00000039940","ENSMUSG00000034800",72180,"ENSMFAG00000039940.72180","Zfp661"
"ENSMFAG00000037782","ENSMFAG00000037782","ENSMUSG00000038608",210293,"ENSMFAG00000037782.210293","Dock10"
"ENSMFAG00000001630","ENSMFAG00000001630","ENSMUSG00000033316",231605,"ENSMFAG00000001630.231605","Galnt9"
"ENSMFAG00000043356","ENSMFAG00000043356","ENSMUSG00000030231",109135,"ENSMFAG00000043356.109135","Plekha5"
"ENSMFAG00000003903","ENSMFAG00000003903","ENSMUSG00000047517",12945,"ENSMFAG00000003903.12945","Dmbt1"
"ENSMFAG00000003832","ENSMFAG00000003832","ENSMUSG00000068206",18693,"ENSMFAG00000003832.18693","Pick1"
"ENSMFAG00000032051","ENSMFAG00000032051","ENSMUSG00000042459",19194,"ENSMFAG00000032051.19194","Bpifa2"
"ENSMFAG00000027584","ENSMFAG00000027584","ENSMUSG00000039914",210582,"ENSMFAG00000027584.210582","Coq10a"
"ENSMFAG00000044772","ENSMFAG00000044772","ENSMUSG00000025159",72199,"ENSMFAG00000044772.72199","Mms19"
"ENSMFAG00000002677","ENSMFAG00000002677","ENSMUSG00000027482",73388,"ENSMFAG00000002677.73388","Bpifa3"
"ENSMFAG00000043621","ENSMFAG00000043621","ENSMUSG00000030043",21336,"ENSMFAG00000043621.21336","Tacr1"
"ENSMFAG00000030458","ENSMFAG00000030458","ENSMUSG00000026650",104362,"ENSMFAG00000030458.104362","Meig1"
"ENSMFAG00000044631","ENSMFAG00000044631","ENSMUSG00000017412",12298,"ENSMFAG00000044631.12298","Cacnb4"
"ENSMFAG00000033882","ENSMFAG00000033882","ENSMUSG00000040462",216440,"ENSMFAG00000033882.216440","Os9"
"ENSMFAG00000038541","ENSMFAG00000038541","ENSMUSG00000030042",66979,"ENSMFAG00000038541.66979","Pole4"
"ENSMFAG00000039601","ENSMFAG00000039601","ENSMUSG00000018849",211652,"ENSMFAG00000039601.211652","Wwc1"
"ENSMFAG00000002293","ENSMFAG00000002293","ENSMUSG00000005682",103135,"ENSMFAG00000002293.103135","Pan2"
"ENSMFAG00000044277","ENSMFAG00000044277","ENSMUSG00000008398",13713,"ENSMFAG00000044277.13713","Elk3"
"ENSMFAG00000043001","ENSMFAG00000043001","ENSMUSG00000026644",78245,"ENSMFAG00000043001.78245","Acbd7"
"ENSMFAG00000002114","ENSMFAG00000002114","ENSMUSG00000019935",216227,"ENSMFAG00000002114.216227","Slc17a8"
"ENSMFAG00000030643","ENSMFAG00000030643","ENSMUSG00000020042",74007,"ENSMFAG00000030643.74007","Abtb3"
"ENSMFAG00000041717","ENSMFAG00000041717","ENSMUSG00000026343",71111,"ENSMFAG00000041717.71111","Gpr39"
"ENSMFAG00000043216","ENSMFAG00000043216","ENSMUSG00000027376",192212,"ENSMFAG00000043216.192212","Prom2"
"ENSMFAG00000035505","ENSMFAG00000035505","ENSMUSG00000000628",15277,"ENSMFAG00000035505.15277","Hk2"
"ENSMFAG00000031839","ENSMFAG00000031839","ENSMUSG00000017307",170789,"ENSMFAG00000031839.170789","Acot8"
"ENSMFAG00000002404","ENSMFAG00000002404","ENSMUSG00000056486",108699,"ENSMFAG00000002404.108699","Chn1"
"ENSMFAG00000033127","ENSMFAG00000033127","ENSMUSG00000020015",237459,"ENSMFAG00000033127.237459","Cdk17"
"ENSMFAG00000036542","ENSMFAG00000036542","ENSMUSG00000027485",228801,"ENSMFAG00000036542.228801","Bpifb1"
"ENSMFAG00000000058","ENSMFAG00000000058","ENSMUSG00000025383",83430,"ENSMFAG00000000058.83430","Il23a"
"ENSMFAG00000044865","ENSMFAG00000044865","ENSMUSG00000017764",71971,"ENSMFAG00000044865.71971","Zswim1"
"ENSMFAG00000044312","ENSMFAG00000044312","ENSMUSG00000020212",17245,"ENSMFAG00000044312.17245","Mdm1"
"ENSMFAG00000033687","ENSMFAG00000033687","ENSMUSG00000033020",69833,"ENSMFAG00000033687.69833","Polr2f"
"ENSMFAG00000034145","ENSMFAG00000034145","ENSMUSG00000038844",16558,"ENSMFAG00000034145.16558","Kif16b"
"ENSMFAG00000043787","ENSMFAG00000043787","ENSMUSG00000017767",75642,"ENSMFAG00000043787.75642","Spata25"
"ENSMFAG00000045854","ENSMFAG00000045854","ENSMUSG00000039873",415115,"ENSMFAG00000045854.415115","Neurl2"
"ENSMFAG00000041530","ENSMFAG00000041530","ENSMUSG00000013668",233918,"ENSMFAG00000041530.233918","4933402N03Rik"
"ENSMFAG00000030331","ENSMFAG00000030331","ENSMUSG00000056211",226412,"ENSMFAG00000030331.226412","R3hdm1"
"ENSMFAG00000043769","ENSMFAG00000043769","ENSMUSG00000006728",12567,"ENSMFAG00000043769.12567","Cdk4"
"ENSMFAG00000045769","ENSMFAG00000045769","ENSMUSG00000017760",19025,"ENSMFAG00000045769.19025","Ctsa"
"ENSMFAG00000033924","ENSMFAG00000033924","ENSMUSG00000026344",72585,"ENSMFAG00000033924.72585","Lypd1"
"ENSMFAG00000037100","ENSMFAG00000037100","ENSMUSG00000040033",20847,"ENSMFAG00000037100.20847","Stat2"
"ENSMFAG00000040526","ENSMFAG00000040526","ENSMUSG00000027487",66971,"ENSMFAG00000040526.66971","Cdk5rap1"
"ENSMFAG00000030272","ENSMFAG00000030272","ENSMUSG00000018848",104458,"ENSMFAG00000030272.104458","Rars1"
"ENSMFAG00000037916","ENSMFAG00000037916","ENSMUSG00000020014",380654,"ENSMFAG00000037916.380654","Cfap54"
"ENSMFAG00000000465","ENSMFAG00000000465","ENSMUSG00000025422",216439,"ENSMFAG00000000465.216439","Agap2"
"ENSMFAG00000033660","ENSMFAG00000033660","ENSMUSG00000040205",16433,"ENSMFAG00000033660.16433","Cuzd1"
"ENSMFAG00000002236","ENSMFAG00000002236","ENSMUSG00000047638",20186,"ENSMFAG00000002236.20186","Nr1h4"
"ENSMFAG00000044920","ENSMFAG00000044920","ENSMUSG00000025171",226122,"ENSMFAG00000044920.226122","Ubtd1"
"ENSMFAG00000042264","ENSMFAG00000042264","ENSMUSG00000079056",56461,"ENSMFAG00000042264.56461","Kcnip3"
"ENSMFAG00000027141","ENSMFAG00000027141","ENSMUSG00000000627",20355,"ENSMFAG00000027141.20355","Sema4f"
"ENSMFAG00000039231","ENSMFAG00000039231","ENSMUSG00000027488",20648,"ENSMFAG00000039231.20648","Snta1"
"ENSMFAG00000030971","ENSMFAG00000030971","ENSMUSG00000033006",20665,"ENSMFAG00000030971.20665","Sox10"
"ENSMFAG00000036422","ENSMFAG00000036422","ENSMUSG00000051062",237730,"ENSMFAG00000036422.237730","Fbll1"
"ENSMFAG00000039302","ENSMFAG00000039302","ENSMUSG00000025172",56642,"ENSMFAG00000039302.56642","Ankrd2"
"ENSMFAG00000036691","ENSMFAG00000036691","ENSMUSG00000047631",103161,"ENSMFAG00000036691.103161","Apof"
"ENSMFAG00000036798","ENSMFAG00000036798","ENSMUSG00000017754",18830,"ENSMFAG00000036798.18830","Pltp"
"ENSMFAG00000041862","ENSMFAG00000041862","ENSMUSG00000035529",72843,"ENSMFAG00000041862.72843","Prdm4"
"ENSMFAG00000039555","ENSMFAG00000039555","ENSMUSG00000026643",18108,"ENSMFAG00000039555.18108","Nmt2"
"ENSMFAG00000039078","ENSMFAG00000039078","ENSMUSG00000033029",27660,"ENSMFAG00000039078.27660","1700088E04Rik"
"ENSMFAG00000002214","ENSMFAG00000002214","ENSMUSG00000019988",17997,"ENSMFAG00000002214.17997","Nedd1"
"ENSMFAG00000031110","ENSMFAG00000031110","ENSMUSG00000018846",211347,"ENSMFAG00000031110.211347","Pank3"
"ENSMFAG00000030163","ENSMFAG00000030163","ENSMUSG00000006736",67125,"ENSMFAG00000030163.67125","Tspan31"
"ENSMFAG00000045136","ENSMFAG00000045136","ENSMUSG00000025076",12369,"ENSMFAG00000045136.12369","Casp7"
"ENSMFAG00000030313","ENSMFAG00000030313","ENSMUSG00000039994",21853,"ENSMFAG00000030313.21853","Timeless"
"ENSMFAG00000003398","ENSMFAG00000003398","ENSMUSG00000074802",237436,"ENSMFAG00000003398.237436","Gas2l3"
"ENSMFAG00000040539","ENSMFAG00000040539","ENSMUSG00000033039",27008,"ENSMFAG00000040539.27008","Micall1"
"ENSMFAG00000039480","ENSMFAG00000039480","ENSMUSG00000055371",56324,"ENSMFAG00000039480.56324","Stam2"
"ENSMFAG00000042790","ENSMFAG00000042790","ENSMUSG00000063430",320916,"ENSMFAG00000042790.320916","Wscd2"
"ENSMFAG00000030328","ENSMFAG00000030328","ENSMUSG00000025389",17339,"ENSMFAG00000030328.17339","Mip"
"ENSMFAG00000039034","ENSMFAG00000039034","ENSMUSG00000039849",228866,"ENSMFAG00000039034.228866","Pcif1"
"ENSMFAG00000001508","ENSMFAG00000001508","ENSMUSG00000006724",13115,"ENSMFAG00000001508.13115","Cyp27b1"
"ENSMFAG00000000721","ENSMFAG00000000721","ENSMUSG00000056427",20564,"ENSMFAG00000000721.20564","Slit3"
"ENSMFAG00000035593","ENSMFAG00000035593","ENSMUSG00000049690",210356,"ENSMFAG00000035593.210356","Nckap5"
"ENSMFAG00000036565","ENSMFAG00000036565","ENSMUSG00000063179",214580,"ENSMFAG00000036565.214580","Pstk"
"ENSMFAG00000003483","ENSMFAG00000003483","ENSMUSG00000051346",66701,"ENSMFAG00000003483.66701","Spryd4"
"ENSMFAG00000033744","ENSMFAG00000033744","ENSMUSG00000030041",110958,"ENSMFAG00000033744.110958","M1ap"
"ENSMFAG00000040983","ENSMFAG00000040983","ENSMUSG00000025077",55947,"ENSMFAG00000040983.55947","Dclre1a"
"ENSMFAG00000014872","ENSMFAG00000014872","ENSMUSG00000042190",14747,"ENSMFAG00000014872.14747","Cmklr1"
"ENSMFAG00000000472","ENSMFAG00000000472","ENSMUSG00000049670",226123,"ENSMFAG00000000472.226123","Morn4"
"ENSMFAG00000000820","ENSMFAG00000000820","ENSMUSG00000038533",12396,"ENSMFAG00000000820.12396","Cbfa2t2"
"ENSMFAG00000045451","ENSMFAG00000045451","ENSMUSG00000044005",216456,"ENSMFAG00000045451.216456","Gls2"
"ENSMFAG00000037681","ENSMFAG00000037681","ENSMUSG00000053334",231630,"ENSMFAG00000037681.231630","Ficd"
"ENSMFAG00000002278","ENSMFAG00000002278","ENSMUSG00000027104",11909,"ENSMFAG00000002278.11909","Atf2"
"ENSMFAG00000046268","ENSMFAG00000046268","ENSMUSG00000040167",67143,"ENSMFAG00000046268.67143","Ikzf5"
"ENSMFAG00000040212","ENSMFAG00000040212","ENSMUSG00000080115",100504608,"ENSMFAG00000040212.100504608","Eef1akmt3"
"ENSMFAG00000000995","ENSMFAG00000000995","ENSMUSG00000036053",71409,"ENSMFAG00000000995.71409","Fmnl2"
"ENSMFAG00000003191","ENSMFAG00000003191","ENSMUSG00000025178",84095,"ENSMFAG00000003191.84095","Pi4k2a"
"ENSMFAG00000042130","ENSMFAG00000042130","ENSMUSG00000046338",215456,"ENSMFAG00000042130.215456","Gpat2"
"ENSMFAG00000042078","ENSMFAG00000042078","ENSMUSG00000068335",13448,"ENSMFAG00000042078.13448","Dok1"
"ENSMFAG00000035432","ENSMFAG00000035432","ENSMUSG00000039834",329559,"ENSMFAG00000035432.329559","Zfp335"
"ENSMFAG00000039887","ENSMFAG00000039887","ENSMUSG00000018974",53890,"ENSMFAG00000039887.53890","Sart3"
"ENSMFAG00000043548","ENSMFAG00000043548","ENSMUSG00000018821",69534,"ENSMFAG00000043548.69534","Avpi1"
"ENSMFAG00000031037","ENSMFAG00000031037","ENSMUSG00000029503",231602,"ENSMFAG00000031037.231602","P2rx2"
"ENSMFAG00000001676","ENSMFAG00000001676","ENSMUSG00000035818",226245,"ENSMFAG00000001676.226245","Plekhs1"
"ENSMFAG00000009035","ENSMFAG00000009035","ENSMUSG00000065583",723924,"ENSMFAG00000009035.723924","Mir218-2"
"ENSMFAG00000003475","ENSMFAG00000003475","ENSMUSG00000050530",269233,"ENSMFAG00000003475.269233","Fam171a1"
"ENSMFAG00000032446","ENSMFAG00000032446","ENSMUSG00000052798",103468,"ENSMFAG00000032446.103468","Nup107"
"ENSMFAG00000036132","ENSMFAG00000036132","ENSMUSG00000040521",66399,"ENSMFAG00000036132.66399","Tsfm"
"ENSMFAG00000035322","ENSMFAG00000035322","ENSMUSG00000058620",11552,"ENSMFAG00000035322.11552","Adra2b"
"ENSMFAG00000032231","ENSMFAG00000032231","ENSMUSG00000030232",11569,"ENSMFAG00000032231.11569","Aebp2"
"ENSMFAG00000034302","ENSMFAG00000034302","ENSMUSG00000030861",66885,"ENSMFAG00000034302.66885","Acadsb"
"ENSMFAG00000031160","ENSMFAG00000031160","ENSMUSG00000017737",17395,"ENSMFAG00000031160.17395","Mmp9"
"ENSMFAG00000036524","ENSMFAG00000036524","ENSMUSG00000035189",320091,"ENSMFAG00000036524.320091","Ano4"
"ENSMFAG00000002049","ENSMFAG00000002049","ENSMUSG00000040043",56516,"ENSMFAG00000002049.56516","Rbms2"
"ENSMFAG00000044384","ENSMFAG00000044384","ENSMUSG00000027368",13537,"ENSMFAG00000044384.13537","Dusp2"
"ENSMFAG00000031815","ENSMFAG00000031815","ENSMUSG00000018820",319740,"ENSMFAG00000031815.319740","Zfyve27"
"ENSMFAG00000032706","ENSMFAG00000032706","ENSMUSG00000026768",241226,"ENSMFAG00000032706.241226","Itga8"
"ENSMFAG00000041464","ENSMFAG00000041464","ENSMUSG00000024899",23972,"ENSMFAG00000041464.23972","Papss2"
"ENSMFAG00000045448","ENSMFAG00000045448","ENSMUSG00000027367",99138,"ENSMFAG00000045448.99138","Stard7"
"ENSMFAG00000038268","ENSMFAG00000038268","ENSMUSG00000025078",66866,"ENSMFAG00000038268.66866","Nhlrc2"
"ENSMFAG00000038480","ENSMFAG00000038480","ENSMUSG00000061136",56194,"ENSMFAG00000038480.56194","Prpf40a"
"ENSMFAG00000030854","ENSMFAG00000030854","ENSMUSG00000025432",11567,"ENSMFAG00000030854.11567","Avil"
"ENSMFAG00000039237","ENSMFAG00000039237","ENSMUSG00000000693",16950,"ENSMFAG00000039237.16950","Loxl3"
"ENSMFAG00000035873","ENSMFAG00000035873","ENSMUSG00000027489",56846,"ENSMFAG00000035873.56846","Necab3"
"ENSMFAG00000018845","ENSMFAG00000018845","ENSMUSG00000064613",115489375,"ENSMFAG00000018845.115489375","Gm24621"
"ENSMFAG00000040616","ENSMFAG00000040616","ENSMUSG00000017740",57138,"ENSMFAG00000040616.57138","Slc12a5"
"ENSMFAG00000035479","ENSMFAG00000035479","ENSMUSG00000034850",69470,"ENSMFAG00000035479.69470","Tmem127"
"ENSMFAG00000005293","ENSMFAG00000005293","ENSMUSG00000065763",115486572,"ENSMFAG00000005293.115486572","Gm23847"
"ENSMFAG00000044006","ENSMFAG00000044006","ENSMUSG00000004530",23790,"ENSMFAG00000044006.23790","Coro1c"
"ENSMFAG00000043750","ENSMFAG00000043750","ENSMUSG00000078429",52468,"ENSMFAG00000043750.52468","Ctdsp2"
"ENSMFAG00000004066","ENSMFAG00000004066","ENSMUSG00000060181",215436,"ENSMFAG00000004066.215436","Slc35e3"
"ENSMFAG00000035768","ENSMFAG00000035768","ENSMUSG00000041741",54611,"ENSMFAG00000035768.54611","Pde3a"
"ENSMFAG00000029840","ENSMFAG00000029840","ENSMUSG00000040054",116848,"ENSMFAG00000029840.116848","Baz2a"
"ENSMFAG00000013429","ENSMFAG00000013429","ENSMUSG00000065430",723962,"ENSMFAG00000013429.723962","Mir26a-2"
"ENSMFAG00000002105","ENSMFAG00000002105","ENSMUSG00000009207",69605,"ENSMFAG00000002105.69605","Lnpk"
"ENSMFAG00000031702","ENSMFAG00000031702","ENSMUSG00000035173",213993,"ENSMFAG00000031702.213993","Ccdc186"
"ENSMFAG00000031681","ENSMFAG00000031681","ENSMUSG00000025436",68876,"ENSMFAG00000031681.68876","Atp23"
"ENSMFAG00000010969","ENSMFAG00000010969","ENSMUSG00000065520",387147,"ENSMFAG00000010969.387147","Mir128-1"
"ENSMFAG00000046021","ENSMFAG00000046021","ENSMUSG00000026960",65103,"ENSMFAG00000046021.65103","Arl6ip6"
"ENSMFAG00000037089","ENSMFAG00000037089","ENSMUSG00000018822",54612,"ENSMFAG00000037089.54612","Sfrp5"
"ENSMFAG00000002058","ENSMFAG00000002058","ENSMUSG00000036155",107895,"ENSMFAG00000002058.107895","Mgat5"
"ENSMFAG00000030190","ENSMFAG00000030190","ENSMUSG00000048163",20345,"ENSMFAG00000030190.20345","Selplg"
"ENSMFAG00000045511","ENSMFAG00000045511","ENSMUSG00000020105",320398,"ENSMFAG00000045511.320398","Lrig3"
"ENSMFAG00000038184","ENSMFAG00000038184","ENSMUSG00000038523",75480,"ENSMFAG00000038184.75480","1700003F12Rik"
"ENSMFAG00000035578","ENSMFAG00000035578","ENSMUSG00000068329",64704,"ENSMFAG00000035578.64704","Htra2"
"ENSMFAG00000032248","ENSMFAG00000032248","ENSMUSG00000030235",58807,"ENSMFAG00000032248.58807","Slco1c1"
"ENSMFAG00000005509","ENSMFAG00000005509","ENSMUSG00000064778",115487514,"ENSMFAG00000005509.115487514","Snord59a"
"ENSMFAG00000002194","ENSMFAG00000002194","ENSMUSG00000042532",71146,"ENSMFAG00000002194.71146","Golga7b"
"ENSMFAG00000034629","ENSMFAG00000034629","ENSMUSG00000071573",67795,"ENSMFAG00000034629.67795","Rnls"
"ENSMFAG00000023756","ENSMFAG00000023756","ENSMUSG00000075334",67874,"ENSMFAG00000023756.67874","Rprm"
"ENSMFAG00000043487","ENSMFAG00000043487","ENSMUSG00000025081",83561,"ENSMFAG00000043487.83561","Tdrd1"
"ENSMFAG00000042416","ENSMFAG00000042416","ENSMUSG00000027490",13555,"ENSMFAG00000042416.13555","E2f1"
"ENSMFAG00000042359","ENSMFAG00000042359","ENSMUSG00000020184",17246,"ENSMFAG00000042359.17246","Mdm2"
"ENSMFAG00000043623","ENSMFAG00000043623","ENSMUSG00000039804",228869,"ENSMFAG00000043623.228869","Ncoa5"
"ENSMFAG00000004027","ENSMFAG00000004027","ENSMUSG00000026347",72160,"ENSMFAG00000004027.72160","Tmem163"
"ENSMFAG00000033237","ENSMFAG00000033237","ENSMUSG00000001819",15433,"ENSMFAG00000033237.15433","Hoxd13"
"ENSMFAG00000002817","ENSMFAG00000002817","ENSMUSG00000026353",67812,"ENSMFAG00000002817.67812","Ubxn4"
"ENSMFAG00000042331","ENSMFAG00000042331","ENSMUSG00000033055",223690,"ENSMFAG00000042331.223690","Ankrd54"
"ENSMFAG00000002904","ENSMFAG00000002904","ENSMUSG00000042121",231637,"ENSMFAG00000002904.231637","Ssh1"
"ENSMFAG00000001892","ENSMFAG00000001892","ENSMUSG00000009145",93838,"ENSMFAG00000001892.93838","Dqx1"
"ENSMFAG00000039849","ENSMFAG00000039849","ENSMUSG00000026767",66960,"ENSMFAG00000039849.66960","Mindy3"
"ENSMFAG00000002564","ENSMFAG00000002564","ENSMUSG00000020102",20503,"ENSMFAG00000002564.20503","Slc16a7"
"ENSMFAG00000031305","ENSMFAG00000031305","ENSMUSG00000020062",216225,"ENSMFAG00000031305.216225","Slc5a8"
"ENSMFAG00000039376","ENSMFAG00000039376","ENSMUSG00000000876",59038,"ENSMFAG00000039376.59038","Pxmp4"
"ENSMFAG00000007568","ENSMFAG00000007568","ENSMUSG00000042401",72832,"ENSMFAG00000007568.72832","Crtac1"
"ENSMFAG00000043724","ENSMFAG00000043724","ENSMUSG00000042499",15431,"ENSMFAG00000043724.15431","Hoxd11"
"ENSMFAG00000022092","ENSMFAG00000022092","ENSMUSG00000025082",240675,"ENSMFAG00000022092.240675","Vwa2"
"ENSMFAG00000045920","ENSMFAG00000045920","ENSMUSG00000059842",228807,"ENSMFAG00000045920.228807","Zfp341"
"ENSMFAG00000031117","ENSMFAG00000031117","ENSMUSG00000050368",15430,"ENSMFAG00000031117.15430","Hoxd10"
"ENSMFAG00000032922","ENSMFAG00000032922","ENSMUSG00000017652",21939,"ENSMFAG00000032922.21939","Cd40"
"ENSMFAG00000035985","ENSMFAG00000035985","ENSMUSG00000024768",67717,"ENSMFAG00000035985.67717","Lipf"
"ENSMFAG00000043296","ENSMFAG00000043296","ENSMUSG00000026354",226413,"ENSMFAG00000043296.226413","Lct"
"ENSMFAG00000043213","ENSMFAG00000043213","ENSMUSG00000060988",271786,"ENSMFAG00000043213.271786","Galnt13"
"ENSMFAG00000000099","ENSMFAG00000000099","ENSMUSG00000043342",15438,"ENSMFAG00000000099.15438","Hoxd9"
"ENSMFAG00000001001","ENSMFAG00000001001","ENSMUSG00000026348",266645,"ENSMFAG00000001001.266645","Acmsd"
"ENSMFAG00000031754","ENSMFAG00000031754","ENSMUSG00000003662",26371,"ENSMFAG00000031754.26371","Ciao1"
"ENSMFAG00000003993","ENSMFAG00000003993","ENSMUSG00000069678",69837,"ENSMFAG00000003993.69837","Pcgf1"
"ENSMFAG00000002567","ENSMFAG00000002567","ENSMUSG00000030862",55987,"ENSMFAG00000002567.55987","Cpxm2"
"ENSMFAG00000044740","ENSMFAG00000044740","ENSMUSG00000024771",240633,"ENSMFAG00000044740.240633","Lipk"
"ENSMFAG00000000506","ENSMFAG00000000506","ENSMUSG00000006378",26912,"ENSMFAG00000000506.26912","Gcat"
"ENSMFAG00000039199","ENSMFAG00000039199","ENSMUSG00000044071",268354,"ENSMFAG00000039199.268354","Tafa2"
"ENSMFAG00000043381","ENSMFAG00000043381","ENSMUSG00000034968",16815,"ENSMFAG00000043381.16815","Lbx2"
"ENSMFAG00000040543","ENSMFAG00000040543","ENSMUSG00000020183",70574,"ENSMFAG00000040543.70574","Cpm"
"ENSMFAG00000008618","ENSMFAG00000008618","ENSMUSG00000065500",387144,"ENSMFAG00000008618.387144","Mir10b"
"ENSMFAG00000041102","ENSMFAG00000041102","ENSMUSG00000026355",17219,"ENSMFAG00000041102.17219","Mcm6"
"ENSMFAG00000037163","ENSMFAG00000037163","ENSMUSG00000030236",28253,"ENSMFAG00000037163.28253","Slco1b2"
"ENSMFAG00000000854","ENSMFAG00000000854","ENSMUSG00000042096",13142,"ENSMFAG00000000854.13142","Dao"
"ENSMFAG00000044901","ENSMFAG00000044901","ENSMUSG00000024770",70166,"ENSMFAG00000044901.70166","Lipn"
"ENSMFAG00000039782","ENSMFAG00000039782","ENSMUSG00000053166",104010,"ENSMFAG00000039782.104010","Cdh22"
"ENSMFAG00000045890","ENSMFAG00000045890","ENSMUSG00000026730",19212,"ENSMFAG00000045890.19212","Pter"
"ENSMFAG00000034065","ENSMFAG00000034065","ENSMUSG00000079277",15434,"ENSMFAG00000034065.15434","Hoxd3"
"ENSMFAG00000008693","ENSMFAG00000008693","ENSMUSG00000026356",226414,"ENSMFAG00000008693.226414","Dars1"
"ENSMFAG00000043008","ENSMFAG00000043008","ENSMUSG00000026824",16519,"ENSMFAG00000043008.16519","Kcnj3"
"ENSMFAG00000045004","ENSMFAG00000045004","ENSMUSG00000034906",215387,"ENSMFAG00000045004.215387","Ncaph"
"ENSMFAG00000036084","ENSMFAG00000036084","ENSMUSG00000025184",52013,"ENSMFAG00000036084.52013","R3hcc1l"
"ENSMFAG00000046035","ENSMFAG00000046035","ENSMUSG00000042448",15429,"ENSMFAG00000046035.15429","Hoxd1"
"ENSMFAG00000001039","ENSMFAG00000001039","ENSMUSG00000056078",78753,"ENSMFAG00000001039.78753","Lipm"
"ENSMFAG00000042038","ENSMFAG00000042038","ENSMUSG00000017664",228875,"ENSMFAG00000042038.228875","Slc35c2"
"ENSMFAG00000032966","ENSMFAG00000032966","ENSMUSG00000030930",77590,"ENSMFAG00000032966.77590","Chst15"
"ENSMFAG00000037063","ENSMFAG00000037063","ENSMUSG00000045382",12767,"ENSMFAG00000037063.12767","Cxcr4"
"ENSMFAG00000041089","ENSMFAG00000041089","ENSMUSG00000020171",64050,"ENSMFAG00000041089.64050","Yeats4"
"ENSMFAG00000026822","ENSMFAG00000026822","ENSMUSG00000027099",53375,"ENSMFAG00000026822.53375","Mtx2"
"ENSMFAG00000039993","ENSMFAG00000039993","ENSMUSG00000055980",16367,"ENSMFAG00000039993.16367","Irs1"
"ENSMFAG00000037766","ENSMFAG00000037766","ENSMUSG00000004356",70683,"ENSMFAG00000037766.70683","Utp20"
"ENSMFAG00000030290","ENSMFAG00000030290","ENSMUSG00000049630",227580,"ENSMFAG00000030290.227580","C1ql3"
"ENSMFAG00000033712","ENSMFAG00000033712","ENSMUSG00000042078",68666,"ENSMFAG00000033712.68666","Svop"
"ENSMFAG00000042791","ENSMFAG00000042791","ENSMUSG00000026349",72949,"ENSMFAG00000042791.72949","Ccnt2"
"ENSMFAG00000042098","ENSMFAG00000042098","ENSMUSG00000024774",52024,"ENSMFAG00000042098.52024","Ankrd22"
"ENSMFAG00000036445","ENSMFAG00000036445","ENSMUSG00000025395",19075,"ENSMFAG00000036445.19075","Prim1"
